terminal_voltage,terminal_current,temperature,charge_current,charge_voltage,time,capacity,cycle,SOH
3.777175402,-2.01213146,28.66589833,-1.9982,2.858,490.203,1.856487421,1,0.928243711
3.772406294,-2.010701731,28.81671829,-1.9982,2.853,508.344,1.856487421,1,0.928243711
3.767937459,-2.012086038,28.93274894,-1.9982,2.849,526.625,1.856487421,1,0.928243711
3.763229304,-2.012293919,29.0704461,-1.9982,2.845,544.922,1.856487421,1,0.928243711
3.758511492,-2.013465978,29.18458627,-1.9982,2.84,563.125,1.856487421,1,0.928243711
3.75421321,-2.013587961,29.29244411,-1.9982,2.835,581.406,1.856487421,1,0.928243711
3.749629203,-2.012847057,29.40274581,-1.9982,2.831,599.656,1.856487421,1,0.928243711
3.74516886,-2.012426283,29.4989651,-1.9982,2.827,617.875,1.856487421,1,0.928243711
3.741005009,-2.012455651,29.59370293,-1.9982,2.823,636.047,1.856487421,1,0.928243711
3.736699829,-2.0133848,29.68142827,-1.9982,2.819,654.422,1.856487421,1,0.928243711
3.732482705,-2.012628857,29.76670142,-1.9982,2.815,672.594,1.856487421,1,0.928243711
3.728352554,-2.015505362,29.83908101,-1.9982,2.81,690.812,1.856487421,1,0.928243711
3.724533235,-2.011329658,29.91087573,-1.9982,2.807,708.937,1.856487421,1,0.928243711
3.720651026,-2.010879042,29.98224432,-1.9982,2.803,727.266,1.856487421,1,0.928243711
3.716409008,-2.01299613,30.03264278,-1.9982,2.799,745.578,1.856487421,1,0.928243711
3.712791838,-2.010757949,30.09435785,-1.9982,2.795,763.797,1.856487421,1,0.928243711
3.708427614,-2.013701269,30.1385033,-1.9982,2.791,782.109,1.856487421,1,0.928243711
3.704791772,-2.011144436,30.18676402,-1.9982,2.787,800.484,1.856487421,1,0.928243711
3.700682578,-2.012174076,30.23782919,-1.9982,2.783,818.797,1.856487421,1,0.928243711
3.696757715,-2.012315925,30.28051474,-1.9982,2.779,837.016,1.856487421,1,0.928243711
3.693039332,-2.012012376,30.33483731,-1.9982,2.775,855.25,1.856487421,1,0.928243711
3.689176797,-2.012080375,30.3862846,-1.9982,2.772,873.578,1.856487421,1,0.928243711
3.685214482,-2.010711081,30.42258867,-1.9982,2.768,891.812,1.856487421,1,0.928243711
3.681493741,-2.01334412,30.47429007,-1.9982,2.765,910.141,1.856487421,1,0.928243711
3.677792214,-2.01103074,30.52163904,-1.9982,2.761,928.391,1.856487421,1,0.928243711
3.674061813,-2.012683694,30.56564256,-1.9982,2.757,946.719,1.856487421,1,0.928243711
3.670301765,-2.011441242,30.61434254,-1.9982,2.753,965.047,1.856487421,1,0.928243711
3.666733912,-2.012790477,30.65539856,-1.9982,2.749,983.391,1.856487421,1,0.928243711
3.66299805,-2.011569192,30.70351241,-1.9982,2.746,1001.766,1.856487421,1,0.928243711
3.659664387,-2.012663191,30.75861687,-1.9982,2.743,1020.172,1.856487421,1,0.928243711
3.655894136,-2.013905388,30.80590866,-1.9982,2.739,1038.594,1.856487421,1,0.928243711
3.652326513,-2.010715776,30.8597146,-1.9982,2.735,1056.922,1.856487421,1,0.928243711
3.648763482,-2.012021546,30.91010409,-1.9982,2.732,1075.203,1.856487421,1,0.928243711
3.645546859,-2.009214327,30.9551582,-1.9982,2.729,1093.687,1.856487421,1,0.928243711
3.642076255,-2.01370985,31.00631131,-1.9982,2.725,1112,1.856487421,1,0.928243711
3.638464063,-2.012817106,31.06151883,-1.9982,2.722,1130.328,1.856487421,1,0.928243711
3.635076069,-2.014062657,31.12140149,-1.9984,2.719,1148.75,1.856487421,1,0.928243711
3.631664824,-2.011073765,31.16242581,-1.9982,2.715,1167.125,1.856487421,1,0.928243711
3.628578536,-2.010892908,31.22480654,-1.9982,2.712,1185.641,1.856487421,1,0.928243711
3.625012599,-2.012403945,31.27691155,-1.9982,2.709,1203.984,1.856487421,1,0.928243711
3.621582227,-2.013235908,31.32902135,-1.9982,2.705,1222.406,1.856487421,1,0.928243711
3.618461252,-2.014193847,31.37758384,-1.9982,2.702,1240.797,1.856487421,1,0.928243711
3.615067252,-2.012636675,31.43932935,-1.9984,2.699,1259.156,1.856487421,1,0.928243711
3.611881809,-2.01221032,31.49875419,-1.9982,2.696,1277.547,1.856487421,1,0.928243711
3.608578677,-2.011552238,31.55468555,-1.9984,2.693,1295.906,1.856487421,1,0.928243711
3.605534941,-2.014064206,31.60394262,-1.9984,2.689,1314.297,1.856487421,1,0.928243711
3.602185899,-2.011899392,31.65811516,-1.9982,2.686,1332.687,1.856487421,1,0.928243711
3.598857145,-2.015418659,31.70091769,-1.9982,2.683,1351.203,1.856487421,1,0.928243711
3.595767094,-2.01274965,31.75856328,-1.9982,2.679,1369.687,1.856487421,1,0.928243711
3.593016664,-2.013851295,31.81138303,-1.9984,2.677,1388.125,1.856487421,1,0.928243711
3.589710094,-2.013554083,31.8692435,-1.9982,2.673,1406.578,1.856487421,1,0.928243711
3.586652203,-2.01630991,31.91584617,-1.9984,2.671,1425.062,1.856487421,1,0.928243711
3.583442038,-2.012770996,31.96441739,-1.9982,2.667,1443.609,1.856487421,1,0.928243711
3.580485344,-2.012822716,32.01315882,-1.9984,2.664,1462.047,1.856487421,1,0.928243711
3.577250478,-2.012519953,32.06671887,-1.9982,2.661,1480.547,1.856487421,1,0.928243711
3.574368834,-2.011585028,32.11931241,-1.9982,2.658,1499.031,1.856487421,1,0.928243711
3.571285128,-2.016228513,32.16182646,-1.9984,2.655,1517.672,1.856487421,1,0.928243711
3.568720666,-2.012227514,32.21984558,-1.9984,2.652,1536.109,1.856487421,1,0.928243711
3.565554673,-2.01382426,32.26525995,-1.9984,2.649,1554.781,1.856487421,1,0.928243711
3.562595409,-2.013887805,32.31437205,-1.9982,2.646,1573.281,1.856487421,1,0.928243711
3.55978447,-2.010843085,32.37083988,-1.9982,2.643,1591.859,1.856487421,1,0.928243711
3.556893754,-2.010678198,32.41202453,-1.9984,2.64,1610.406,1.856487421,1,0.928243711
3.553973588,-2.01347743,32.44708743,-1.9984,2.638,1628.953,1.856487421,1,0.928243711
3.551197827,-2.013286567,32.50304552,-1.9982,2.635,1647.562,1.856487421,1,0.928243711
3.5485156,-2.011740383,32.55306505,-1.9982,2.632,1666.062,1.856487421,1,0.928243711
3.545805831,-2.013022207,32.59899896,-1.9982,2.629,1684.656,1.856487421,1,0.928243711
3.543110722,-2.013411432,32.64351729,-1.9982,2.626,1703.219,1.856487421,1,0.928243711
3.540293558,-2.01369896,32.6903002,-1.9982,2.624,1721.891,1.856487421,1,0.928243711
3.537401006,-2.013064142,32.73007446,-1.9982,2.621,1740.437,1.856487421,1,0.928243711
3.535187043,-2.011051415,32.77991866,-1.9982,2.618,1759.016,1.856487421,1,0.928243711
3.532508941,-2.012815244,32.8218147,-1.9982,2.616,1777.641,1.856487421,1,0.928243711
3.529903338,-2.014840137,32.86578627,-1.9982,2.613,1796.328,1.856487421,1,0.928243711
3.527547535,-2.012968675,32.90915819,-1.9982,2.61,1815.047,1.856487421,1,0.928243711
3.525015506,-2.013755437,32.95555573,-1.9982,2.608,1833.75,1.856487421,1,0.928243711
3.522603357,-2.011997708,32.98375622,-1.9982,2.606,1852.391,1.856487421,1,0.928243711
3.520112779,-2.011265055,33.02815748,-1.9982,2.603,1871.078,1.856487421,1,0.928243711
3.517968946,-2.010186981,33.06736385,-1.9982,2.6,1889.844,1.856487421,1,0.928243711
3.515386248,-2.012520466,33.11495219,-1.9982,2.598,1908.578,1.856487421,1,0.928243711
3.51328369,-2.013595479,33.16027948,-1.9982,2.596,1927.281,1.856487421,1,0.928243711
3.511139862,-2.013069557,33.20376348,-1.9984,2.594,1946.031,1.856487421,1,0.928243711
3.508804841,-2.012128559,33.23715597,-1.9982,2.591,1964.891,1.856487421,1,0.928243711
3.506891148,-2.011650833,33.28336572,-1.9984,2.589,1983.703,1.856487421,1,0.928243711
3.504711595,-2.010926156,33.31893014,-1.9984,2.587,2002.484,1.856487421,1,0.928243711
3.502786369,-2.015082746,33.35414354,-1.9982,2.585,2021.187,1.856487421,1,0.928243711
3.500641192,-2.012509017,33.39763348,-1.9982,2.583,2039.906,1.856487421,1,0.928243711
3.498840325,-2.015339954,33.44167147,-1.9984,2.581,2058.641,1.856487421,1,0.928243711
3.496510092,-2.011784604,33.48501454,-1.9982,2.579,2077.406,1.856487421,1,0.928243711
3.494762084,-2.014140605,33.5312827,-1.9982,2.577,2096.312,1.856487421,1,0.928243711
3.492649042,-2.011955439,33.56731617,-1.9982,2.575,2115.047,1.856487421,1,0.928243711
3.490903811,-2.011700816,33.60771948,-1.9984,2.573,2133.969,1.856487421,1,0.928243711
3.488848633,-2.01229054,33.66266785,-1.9982,2.571,2152.812,1.856487421,1,0.928243711
3.48686929,-2.01129035,33.70836355,-1.9982,2.569,2171.625,1.856487421,1,0.928243711
3.484995872,-2.011624701,33.77033765,-1.9982,2.567,2190.547,1.856487421,1,0.928243711
3.483173812,-2.013615575,33.81562187,-1.9982,2.565,2209.422,1.856487421,1,0.928243711
3.480996353,-2.01193091,33.85394213,-1.9982,2.563,2228.297,1.856487421,1,0.928243711
3.479328829,-2.015181645,33.90438753,-1.9982,2.561,2247.219,1.856487421,1,0.928243711
3.477212881,-2.014043673,33.953097,-1.9982,2.559,2265.969,1.856487421,1,0.928243711
3.475310541,-2.013217761,34.00238376,-1.9982,2.557,2284.937,1.856487421,1,0.928243711
3.47344329,-2.011669639,34.0477983,-1.9982,2.555,2303.859,1.856487421,1,0.928243711
3.471187902,-2.012893342,34.09934357,-1.9984,2.553,2322.797,1.856487421,1,0.928243711
3.46915804,-2.011944383,34.14088477,-1.9984,2.551,2341.766,1.856487421,1,0.928243711
3.467157994,-2.012427485,34.19289487,-1.9984,2.549,2360.594,1.856487421,1,0.928243711
3.465097993,-2.01029963,34.24423216,-1.9984,2.547,2379.578,1.856487421,1,0.928243711
3.463197485,-2.012658501,34.30023374,-1.9982,2.545,2398.672,1.856487421,1,0.928243711
3.460765705,-2.013968219,34.3476222,-1.9982,2.542,2417.797,1.856487421,1,0.928243711
3.458529543,-2.014453535,34.4037155,-1.9982,2.54,2436.906,1.856487421,1,0.928243711
3.456375946,-2.01075964,34.45520075,-1.9984,2.538,2455.969,1.856487421,1,0.928243711
3.453821054,-2.012177998,34.53096955,-1.9984,2.536,2474.984,1.856487421,1,0.928243711
3.451590712,-2.008709347,34.57901218,-1.9984,2.534,2494.031,1.856487421,1,0.928243711
3.449343415,-2.016679129,34.64193341,-1.9982,2.531,2513.187,1.856487421,1,0.928243711
3.446911775,-2.013858671,34.71979044,-1.9982,2.528,2532.391,1.856487421,1,0.928243711
3.44433708,-2.011575813,34.77469078,-1.9982,2.526,2551.547,1.856487421,1,0.928243711
3.441861048,-2.011119044,34.83680518,-1.9982,2.524,2570.578,1.856487421,1,0.928243711
3.438940266,-2.013523872,34.9077224,-1.9982,2.521,2589.703,1.856487421,1,0.928243711
3.436361035,-2.011292222,34.96834033,-1.9984,2.518,2608.797,1.856487421,1,0.928243711
3.433670809,-2.013890141,35.03904431,-1.9982,2.516,2627.953,1.856487421,1,0.928243711
3.43089658,-2.01266874,35.09556779,-1.9984,2.513,2647.234,1.856487421,1,0.928243711
3.427820898,-2.012841438,35.17021564,-1.9984,2.51,2666.516,1.856487421,1,0.928243711
3.424844059,-2.011096829,35.24659147,-1.9982,2.507,2685.812,1.856487421,1,0.928243711
3.421757269,-2.011769901,35.32264085,-1.9984,2.504,2704.969,1.856487421,1,0.928243711
3.418746324,-2.010560854,35.39646262,-1.9982,2.501,2724.203,1.856487421,1,0.928243711
3.415457809,-2.012447888,35.45856315,-1.9982,2.498,2743.453,1.856487421,1,0.928243711
3.411776009,-2.009914541,35.54801733,-1.9982,2.494,2762.625,1.856487421,1,0.928243711
3.408293969,-2.015248195,35.60928065,-1.9982,2.491,2781.922,1.856487421,1,0.928243711
3.404357794,-2.015095347,35.68496008,-1.9984,2.487,2801.25,1.856487421,1,0.928243711
3.400236241,-2.012875925,35.75662514,-1.9984,2.483,2820.625,1.856487421,1,0.928243711
3.396130718,-2.009719858,35.82367474,-1.9982,2.479,2839.937,1.856487421,1,0.928243711
3.391813378,-2.01252561,35.9094486,-1.9982,2.475,2859.234,1.856487421,1,0.928243711
3.387048292,-2.012471772,35.99556666,-1.9982,2.47,2878.578,1.856487421,1,0.928243711
3.38203092,-2.012391445,36.06802701,-1.9982,2.466,2897.937,1.856487421,1,0.928243711
3.376548094,-2.01177114,36.15179924,-1.9982,2.46,2917.281,1.856487421,1,0.928243711
3.370451681,-2.013057211,36.22620797,-1.9982,2.454,2936.687,1.856487421,1,0.928243711
3.363787029,-2.013129774,36.31758398,-1.9982,2.448,2956.078,1.856487421,1,0.928243711
3.356852194,-2.010504507,36.40175269,-1.9982,2.442,2975.453,1.856487421,1,0.928243711
3.348677495,-2.013446755,36.48121162,-1.9982,2.434,2994.969,1.856487421,1,0.928243711
3.339590897,-2.011998211,36.57401014,-1.9982,2.426,3014.453,1.856487421,1,0.928243711
3.329635127,-2.014076448,36.67762686,-1.9982,2.416,3033.891,1.856487421,1,0.928243711
3.318207906,-2.010068542,36.76747018,-1.9982,2.405,3053.375,1.856487421,1,0.928243711
3.304941443,-2.013866945,36.86185499,-1.9982,2.394,3072.859,1.856487421,1,0.928243711
3.290377366,-2.011012733,36.97598237,-1.9982,2.38,3092.328,1.856487421,1,0.928243711
3.273715694,-2.012311378,37.06921618,-1.9982,2.364,3111.828,1.856487421,1,0.928243711
3.254516461,-2.011090198,37.1810726,-1.9982,2.346,3131.234,1.856487421,1,0.928243711
3.233102643,-2.011235067,37.3095796,-1.9982,2.327,3150.672,1.856487421,1,0.928243711
3.20827869,-2.011717027,37.42044438,-1.9982,2.303,3170.187,1.856487421,1,0.928243711
3.179961765,-2.011061453,37.56172724,-1.9984,2.277,3189.734,1.856487421,1,0.928243711
3.147222993,-2.011689985,37.69338181,-1.9982,2.247,3209.297,1.856487421,1,0.928243711
3.109330581,-2.013396072,37.84042744,-1.9984,2.213,3229.016,1.856487421,1,0.928243711
3.065381579,-2.014808176,37.98252486,-1.9982,2.173,3248.625,1.856487421,1,0.928243711
3.013061224,-2.011094696,38.13325491,-1.9982,2.125,3268.328,1.856487421,1,0.928243711
2.949205491,-2.01421697,38.30303121,-1.9982,2.068,3287.969,1.856487421,1,0.928243711
2.866018014,-2.010609149,38.47644572,-1.9982,1.998,3307.625,1.856487421,1,0.928243711
2.757251913,-2.014111594,38.66860354,-1.9984,1.906,3327.234,1.856487421,1,0.928243711
2.612467348,-2.012639099,38.90411224,-1.9982,1.782,3346.937,1.856487421,1,0.928243711
2.998125197,-0.004200625,38.98218133,-0.0004,0,3366.781,1.856487421,1,0.928243711
3.07035107,-0.002928804,38.75044302,-0.0006,0.001,3386.641,1.856487421,1,0.928243711
3.116269359,-0.0002312,38.44516954,-0.0006,0,3406.656,1.856487421,1,0.928243711
3.148652707,-0.001231366,38.11900862,-0.0006,0,3426.625,1.856487421,1,0.928243711
3.172906055,-0.001014384,37.76735043,-0.0006,0.001,3446.875,1.856487421,1,0.928243711
3.191026108,-0.001654597,37.44505872,-0.0006,0,3466.984,1.856487421,1,0.928243711
3.206036132,-0.003069055,37.11174648,-0.0006,0,3487.078,1.856487421,1,0.928243711
3.218449403,-0.001556717,36.79878982,-0.0006,0,3507.328,1.856487421,1,0.928243711
3.228753411,-0.003457734,36.47916483,-0.0006,0,3527.562,1.856487421,1,0.928243711
3.238095134,0.000231406,36.18014492,-0.0006,0,3547.781,1.856487421,1,0.928243711
3.245843999,0.000728585,35.8747647,-0.0006,0,3568.062,1.856487421,1,0.928243711
3.25261434,-0.002659181,35.58584394,-0.0004,0,3588.328,1.856487421,1,0.928243711
3.258704513,-0.00151258,35.29671123,-0.0006,0,3608.594,1.856487421,1,0.928243711
3.264120581,-0.001531691,35.0217378,-0.0006,0,3628.953,1.856487421,1,0.928243711
3.269029953,-0.000405678,34.75487142,-0.0006,0,3649.375,1.856487421,1,0.928243711
3.273206732,-0.000387596,34.49007848,-0.0006,0,3669.875,1.856487421,1,0.928243711
3.277169977,-0.006528351,34.23085284,-0.0006,0,3690.234,1.856487421,1,0.928243711
4.189773214,2.13E-05,24.69775194,-0.0006,0,0,1.84632725,2,0.923163625
4.18888138,-0.000879471,24.68594816,-0.0006,4.204,16.672,1.84632725,2,0.923163625
3.979156705,-2.014654031,24.73813208,-1.9984,3.056,35.703,1.84632725,2,0.923163625
3.956924182,-2.013703345,24.89707081,-1.9982,3.024,53.828,1.84632725,2,0.923163625
3.940053839,-2.012797052,25.08475005,-1.9984,3.003,71.891,1.84632725,2,0.923163625
3.926095595,-2.011272539,25.26462928,-1.9982,2.983,90.047,1.84632725,2,0.923163625
3.914319146,-2.011621417,25.45418953,-1.9982,2.973,108.313,1.84632725,2,0.923163625
3.903873088,-2.01258002,25.64589582,-1.9982,2.963,126.391,1.84632725,2,0.923163625
3.894661588,-2.013388874,25.83311317,-1.9982,2.954,144.625,1.84632725,2,0.923163625
3.886131362,-2.009706262,26.02527077,-1.9982,2.946,162.719,1.84632725,2,0.923163625
3.87816369,-2.012302057,26.19856493,-1.9984,2.938,180.953,1.84632725,2,0.923163625
3.870634853,-2.015149918,26.37475161,-1.9982,2.931,199.016,1.84632725,2,0.923163625
3.86368452,-2.014445426,26.56767869,-1.9982,2.925,217.297,1.84632725,2,0.923163625
3.857104475,-2.012984577,26.74085444,-1.998,2.919,235.469,1.84632725,2,0.923163625
3.850762064,-2.012990759,26.91092143,-1.9982,2.913,253.735,1.84632725,2,0.923163625
3.844652894,-2.012909732,27.08152146,-1.9982,2.907,271.813,1.84632725,2,0.923163625
3.838825966,-2.013136993,27.25573552,-1.9982,2.901,290.063,1.84632725,2,0.923163625
3.833062647,-2.01549025,27.40821436,-1.9982,2.896,308.266,1.84632725,2,0.923163625
3.827711353,-2.013324532,27.56582204,-1.9982,2.891,326.422,1.84632725,2,0.923163625
3.822516338,-2.014564043,27.73906497,-1.9982,2.885,344.594,1.84632725,2,0.923163625
3.817388386,-2.012706603,27.89588863,-1.9982,2.881,362.782,1.84632725,2,0.923163625
3.81241351,-2.015793905,28.0449069,-1.9982,2.876,381.016,1.84632725,2,0.923163625
3.807191072,-2.011928816,28.20069015,-1.9982,2.871,399.25,1.84632725,2,0.923163625
3.802460505,-2.013732112,28.34166956,-1.9982,2.867,417.422,1.84632725,2,0.923163625
3.797357931,-2.012156754,28.50110128,-1.9982,2.862,435.563,1.84632725,2,0.923163625
3.792564849,-2.010483142,28.64330059,-1.9982,2.857,453.75,1.84632725,2,0.923163625
3.787693846,-2.011578607,28.78265944,-1.9982,2.853,472.032,1.84632725,2,0.923163625
3.782679284,-2.012367489,28.92436421,-1.9982,2.849,490.328,1.84632725,2,0.923163625
3.777883322,-2.012486481,29.0500581,-1.9982,2.844,508.516,1.84632725,2,0.923163625
3.77278907,-2.010672386,29.17673996,-1.9982,2.839,526.641,1.84632725,2,0.923163625
3.768112592,-2.011937411,29.28266755,-1.9982,2.835,544.891,1.84632725,2,0.923163625
3.763420402,-2.016820543,29.40969941,-1.9982,2.83,563.078,1.84632725,2,0.923163625
3.758823107,-2.01218145,29.52469361,-1.9982,2.826,581.235,1.84632725,2,0.923163625
3.754457664,-2.013657238,29.62356689,-1.9982,2.821,599.5,1.84632725,2,0.923163625
3.750020268,-2.0119795,29.71151583,-1.9982,2.817,617.703,1.84632725,2,0.923163625
3.745626232,-2.012095764,29.79177397,-1.9982,2.813,636.032,1.84632725,2,0.923163625
3.741277204,-2.013671167,29.88511646,-1.9982,2.808,654.172,1.84632725,2,0.923163625
3.737167609,-2.014101943,29.95800356,-1.9982,2.805,672.344,1.84632725,2,0.923163625
3.733081266,-2.0124501,30.03179672,-1.9982,2.801,690.547,1.84632725,2,0.923163625
3.729079465,-2.012340195,30.0925491,-1.9982,2.797,708.844,1.84632725,2,0.923163625
3.72502104,-2.012501578,30.1488277,-1.9982,2.793,727.047,1.84632725,2,0.923163625
3.720898812,-2.011869819,30.20981101,-1.9982,2.789,745.266,1.84632725,2,0.923163625
3.71710973,-2.010436864,30.27443575,-1.9982,2.785,763.703,1.84632725,2,0.923163625
3.713186805,-2.013330133,30.32661172,-1.9982,2.781,782,1.84632725,2,0.923163625
3.709234502,-2.012570448,30.37081726,-1.9982,2.777,800.25,1.84632725,2,0.923163625
3.705406473,-2.010738844,30.41148161,-1.9982,2.773,818.563,1.84632725,2,0.923163625
3.701251746,-2.012317184,30.45131924,-1.9982,2.769,836.953,1.84632725,2,0.923163625
3.697471611,-2.013917574,30.50043703,-1.9982,2.766,855.344,1.84632725,2,0.923163625
3.693633311,-2.013475521,30.53546274,-1.9982,2.762,873.578,1.84632725,2,0.923163625
3.689835719,-2.01067744,30.57953121,-1.9984,2.759,891.828,1.84632725,2,0.923163625
3.685924102,-2.012676213,30.62603,-1.9982,2.755,910.25,1.84632725,2,0.923163625
3.682166402,-2.010285095,30.67508566,-1.9982,2.751,928.625,1.84632725,2,0.923163625
3.67821426,-2.011795121,30.72955356,-1.9982,2.747,947,1.84632725,2,0.923163625
3.674657975,-2.011940217,30.77408668,-1.9982,2.744,965.344,1.84632725,2,0.923163625
3.670956088,-2.01457483,30.80994114,-1.9982,2.741,983.688,1.84632725,2,0.923163625
3.667425677,-2.012235269,30.87367659,-1.9982,2.737,1002,1.84632725,2,0.923163625
3.663784584,-2.012726037,30.93347345,-1.9982,2.733,1020.344,1.84632725,2,0.923163625
3.660241437,-2.012163761,30.97697134,-1.9984,2.73,1038.703,1.84632725,2,0.923163625
3.65674622,-2.013802481,31.02951288,-1.9982,2.727,1057.078,1.84632725,2,0.923163625
3.653054354,-2.012399749,31.07917531,-1.9982,2.723,1075.422,1.84632725,2,0.923163625
3.649666159,-2.012713975,31.12993916,-1.9982,2.719,1093.75,1.84632725,2,0.923163625
3.64632606,-2.010314608,31.18535843,-1.9982,2.717,1112.063,1.84632725,2,0.923163625
3.642855103,-2.012334757,31.24388396,-1.9984,2.713,1130.485,1.84632725,2,0.923163625
3.639584767,-2.009007138,31.28447416,-1.9982,2.709,1148.75,1.84632725,2,0.923163625
3.635895837,-2.013575257,31.33080525,-1.9982,2.706,1167.094,1.84632725,2,0.923163625
3.632672932,-2.013450843,31.38460322,-1.9984,2.703,1185.438,1.84632725,2,0.923163625
3.629356129,-2.013153275,31.44620265,-1.9982,2.699,1203.875,1.84632725,2,0.923163625
3.62604805,-2.01149414,31.48951112,-1.9982,2.696,1222.172,1.84632725,2,0.923163625
3.622577821,-2.011284383,31.54859223,-1.9982,2.693,1240.563,1.84632725,2,0.923163625
3.619431505,-2.010105643,31.60058058,-1.9982,2.689,1259.094,1.84632725,2,0.923163625
3.616132783,-2.012584853,31.64699657,-1.9982,2.686,1277.453,1.84632725,2,0.923163625
3.612871093,-2.014344614,31.71399096,-1.9982,2.683,1295.844,1.84632725,2,0.923163625
3.609770735,-2.015630904,31.75089554,-1.9982,2.68,1314.391,1.84632725,2,0.923163625
3.606263031,-2.011376179,31.81423239,-1.9982,2.677,1332.766,1.84632725,2,0.923163625
3.6032073,-2.012797593,31.8599924,-1.9982,2.673,1351.235,1.84632725,2,0.923163625
3.60010995,-2.011987023,31.91161045,-1.9984,2.671,1369.688,1.84632725,2,0.923163625
3.596973783,-2.014536178,31.96423069,-1.9982,2.667,1388.141,1.84632725,2,0.923163625
3.59394366,-2.011831443,32.01266488,-1.9984,2.664,1406.61,1.84632725,2,0.923163625
3.590846213,-2.014565408,32.05686878,-1.9984,2.662,1425.188,1.84632725,2,0.923163625
3.587743341,-2.014462354,32.10427788,-1.9984,2.658,1443.703,1.84632725,2,0.923163625
3.584668974,-2.012389783,32.16137954,-1.9982,2.656,1462.282,1.84632725,2,0.923163625
3.581796758,-2.014284841,32.22189208,-1.9982,2.652,1480.672,1.84632725,2,0.923163625
3.578628144,-2.010737689,32.26281997,-1.9982,2.65,1499.203,1.84632725,2,0.923163625
3.575829825,-2.012187231,32.30454147,-1.9982,2.647,1517.766,1.84632725,2,0.923163625
3.572817897,-2.015846321,32.35080244,-1.9982,2.644,1536.313,1.84632725,2,0.923163625
3.569742681,-2.012384571,32.3966555,-1.9982,2.641,1554.828,1.84632725,2,0.923163625
3.566832941,-2.012589576,32.45072303,-1.9982,2.638,1573.422,1.84632725,2,0.923163625
3.564086104,-2.01183578,32.50460064,-1.9982,2.635,1591.969,1.84632725,2,0.923163625
3.560993802,-2.013146535,32.54570984,-1.9982,2.632,1610.532,1.84632725,2,0.923163625
3.558332331,-2.012753613,32.58870379,-1.9982,2.63,1629.235,1.84632725,2,0.923163625
3.555532129,-2.013180834,32.62857349,-1.9982,2.627,1647.844,1.84632725,2,0.923163625
3.552914041,-2.010266514,32.67654291,-1.9982,2.624,1666.5,1.84632725,2,0.923163625
3.550304569,-2.015554655,32.72159639,-1.9984,2.621,1685.094,1.84632725,2,0.923163625
3.547226556,-2.013527042,32.77702737,-1.9982,2.618,1703.719,1.84632725,2,0.923163625
3.544689924,-2.012367951,32.81672828,-1.9982,2.616,1722.344,1.84632725,2,0.923163625
3.541989093,-2.012074923,32.85892947,-1.9984,2.613,1741.016,1.84632725,2,0.923163625
